security,sector,industry,level_1,unusual_baseline,trade_value_category,number_of_trades
OFS,Finance,Financial - SBIC & Commercial Industry,0,,,
OGN,Medical,Medical Services,0,130000.0,1. p999999_trade_value,1.0
OHI,Finance,REIT and Equity Trust - Other,0,,,
OI,Industrial Products,Glass Products,0,23199.999999999996,7. p90_trade_value,3.0
OII,Oils-Energy,Oil and Gas - Field Services,0,12750.0,1. p999999_trade_value,1.0
OKE,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0,102500.0,1. p999999_trade_value,1.0
OKLO,Oils-Energy,Alternative Energy - Other,0,500666.0,3. p9999_trade_value,3.0
OKTA,Computer and Technology,Security,0,,,
OLED,Computer and Technology,Electronics - Miscellaneous Components,0,399839.99999999994,1. p999999_trade_value,1.0
OLLI,Consumer Staples,Consumer Products - Staples,0,683365.0,1. p999999_trade_value,1.0
OLMA,Medical,Medical - Biomedical and Genetics,0,,,
OLN,Basic Materials,Chemical - Diversified ,0,,,
OLO,Computer and Technology,Internet - Software,0,,,
OM,Medical,Medical Info Systems,0,,,
OMC,Business Services,Advertising and Marketing,0,,,
OMCL,Medical,Medical Info Systems,0,,,
OMER,Medical,Medical - Products,0,,,
OMEX,Transportation,Transportation - Shipping,0,40500.0,1. p999999_trade_value,1.0
OMF,Finance,Financial - Consumer Loans,0,,,
OMI,Medical,Medical - Products,0,,,
ON,Computer and Technology,Semiconductor - Analog and Mixed,0,,,
ONC,Medical,Medical - Drugs,0,8400.0,8. p75_trade_value,8.0
ONDS,Computer and Technology,Communication - Network Software,0,27675.0,1. p999999_trade_value,1.0
ONEW,Consumer Discretionary,Leisure and Recreation Products,0,,,
ONON,Retail-Wholesale,Retail - Apparel and Shoes,0,654454.9999999999,1. p999999_trade_value,1.0
ONTO,Computer and Technology,Nanotechnology,0,,,
OOMA,Computer and Technology,Communication - Components,0,4500.0,1. p999999_trade_value,1.0
OPCH,Medical,Medical - Outpatient and Home Healthcare,0,,,
OPEN,Computer and Technology,Internet - Software,0,109200.0,1. p999999_trade_value,1.0
OPFI,Business Services,Financial Transaction Services,0,,,
OPK,Medical,Medical - Instruments,0,,,
OPRA,Computer and Technology,Internet - Content,0,,,
OPRT,Finance,Financial - Miscellaneous Services,0,,,
OPRX,Computer and Technology,Computer - Software,0,7240.000000000001,8. p75_trade_value,2.0
OPTT,Oils-Energy,Alternative Energy - Other,0,48000.0,1. p999999_trade_value,1.0
OPY,Finance,Financial - Investment Bank,0,9720.0,7. p90_trade_value,3.0
OR,Basic Materials,Mining - Miscellaneous,0,,,
ORA,Oils-Energy,Alternative Energy - Other,0,8750.0,8. p75_trade_value,7.0
ORCL,Computer and Technology,Computer - Software,0,,,
ORGN,Oils-Energy,Biofuels,0,,,
ORGO,Medical,Medical - Drugs,0,4950.0,8. p75_trade_value,2.0
ORI,Finance,Insurance - Multi line,0,58960.0,1. p999999_trade_value,1.0
ORIC,Medical,Medical - Biomedical and Genetics,0,60000.0,1. p999999_trade_value,1.0
ORLY,Retail-Wholesale,Automotive - Retail and Wholesale - Parts,0,,,
ORN,Construction,Building Products - Heavy Construction,0,,,
OS,Computer and Technology,Internet - Software,0,,,
OSCR,Finance,Insurance - Multi line,0,,,
OSIS,Computer and Technology,Electronics - Miscellaneous Components,0,15000.0,8. p75_trade_value,30.0
OSK,Auto-Tires-Trucks,Automotive - Original Equipment,0,208000.0,1. p999999_trade_value,1.0
OSPN,Computer and Technology,Internet - Software,0,5874.0,1. p999999_trade_value,1.0
OSS,Computer and Technology,Electronics - Miscellaneous Products,0,,,
OTEX,Computer and Technology,Computer - Software,0,22610.0,1. p999999_trade_value,1.0
OTIS,Industrial Products,Manufacturing - General Industrial ,0,,,
OTLK,Medical,Medical - Biomedical and Genetics,0,,,
OTLY,Consumer Staples,Food - Dairy Products,0,,,
OUST,Computer and Technology,Electronics - Miscellaneous Components,0,15554.0,6. p95_trade_value,8.0
OUT,Finance,REIT and Equity Trust - Other,0,10125.0,1. p999999_trade_value,1.0
OVV,Oils-Energy,Oil and Gas - Exploration and Production - Canadian,0,46979.99999999999,5. p99_trade_value,3.0
OWL,Finance,Financial - Investment Management,0,495300.0,1. p999999_trade_value,1.0
OXM,Consumer Discretionary,Textile - Apparel,0,25740.000000000004,6. p95_trade_value,5.0
OXY,Oils-Energy,Oil and Gas - Integrated - United States,0,123190.00000000001,4. p999_trade_value,9.0
OZK,Finance,Banks - Northeast,0,31581.0,5. p99_trade_value,2.0
PAA,Oils-Energy,Oil and Gas - Production Pipeline - MLB,0,48660.0,1. p999999_trade_value,1.0
PAAS,Basic Materials,Mining - Silver,0,,,
PACB,Medical,Medical - Instruments,0,17505.0,7. p90_trade_value,7.0
PACK,Industrial Products,Containers - Paper and Packaging,0,,,
PACS,Medical,Medical Services,0,,,
PAG,Retail-Wholesale,Automotive - Retail and Whole Sales,0,82225.0,1. p999999_trade_value,1.0
PAGP,Oils-Energy,Oil and Gas - Production and Pipelines,0,,,
PAGS,Business Services,Financial Transaction Services,0,112500.0,1. p999999_trade_value,1.0
PAHC,Medical,Medical - Products,0,,,
PAM,Utilities,Utility - Electric Power,0,,,
PANW,Computer and Technology,Security,0,637500.0,3. p9999_trade_value,3.0
PAR,Business Services,Financial Transaction Services,0,66250.0,6. p95_trade_value,2.0
PARA,Consumer Discretionary,Media Conglomerates,0,,,
PARR,Oils-Energy,Oil and Gas - Refining and Marketing,0,6650.0,8. p75_trade_value,10.0
PATH,Computer and Technology,Internet - Software,0,529104.0,1. p999999_trade_value,1.0
PATK,Construction,Building Products - Mobile Homes and RV Builders,0,349800.0,1. p999999_trade_value,1.0
PAY,Business Services,Financial Transaction Services,0,,,
PAYC,Computer and Technology,Internet - Software,0,,,
PAYO,Business Services,Financial Transaction Services,0,13888.0,8. p75_trade_value,3.0
PAYX,Computer and Technology,Internet - Software,0,118500.0,5. p99_trade_value,5.0
PB,Finance,Banks - Southwest,0,,,
PBF,Oils-Energy,Oil and Gas - Refining and Marketing,0,70200.0,1. p999999_trade_value,1.0
PBH,Medical,Medical - Products,0,7500.0,1. p999999_trade_value,1.0
PBI,Computer and Technology,Office Automation and Equipment,0,,,
PBPB,Retail-Wholesale,Retail - Restaurants,0,3230.0000000000005,1. p999999_trade_value,1.0
PBR,Oils-Energy,Oil and Gas - Integrated - International,0,,,
PCAR,Auto-Tires-Trucks,Automotive - Domestic,0,,,
PCG,Utilities,Utility - Electric Power,0,,,
PCH,Construction,Building Products - Wood,0,6789.999999999999,8. p75_trade_value,2.0
PCOR,Computer and Technology,Internet - Software,0,479520.00000000006,1. p999999_trade_value,1.0
PCRX,Medical,Medical - Biomedical and Genetics,0,200000.0,1. p999999_trade_value,1.0
PCT,Business Services,Waste Removal Services,0,,,
PCTY,Computer and Technology,Internet - Software,0,,,
PCVX,Medical,Medical - Biomedical and Genetics,0,329000.0,1. p999999_trade_value,1.0
PD,Computer and Technology,Internet - Software,0,,,
PDD,Retail-Wholesale,Internet - Commerce,0,,,
PDFS,Computer and Technology,Computer - Services,0,10000.0,1. p999999_trade_value,1.0
PDYN,Business Services,Technology Services,0,25080.0,5. p99_trade_value,2.0
PEB,Finance,REIT and Equity Trust - Other,0,3060.0,1. p999999_trade_value,1.0
PECO,Finance,REIT and Equity Trust - Retail,0,4000.0,1. p999999_trade_value,1.0
PEG,Utilities,Utility - Electric Power,0,,,
PEGA,Computer and Technology,Computer - Software,0,197105.00000000003,1. p999999_trade_value,1.0
PEN,Medical,Medical - Instruments,0,625000.0,1. p999999_trade_value,1.0
PENG,Computer and Technology,Internet - Software,0,86000.0,1. p999999_trade_value,1.0
PENN,Consumer Discretionary,Gaming,0,367500.0,1. p999999_trade_value,1.0
PEP,Consumer Staples,Beverages - Soft drinks,0,,,
PEPG,Medical,Medical - Biomedical and Genetics,0,9980.000000000002,8. p75_trade_value,2.0
PERI,Computer and Technology,Internet - Content,0,5000.0,8. p75_trade_value,3.0
PFE,Medical,Large Cap Pharmaceuticals,0,705000.0,1. p999999_trade_value,1.0
PFG,Finance,Insurance - Multi line,0,22200.0,7. p90_trade_value,2.0
PFGC,Retail-Wholesale,Food - Natural Foods Products,0,101250.0,6. p95_trade_value,4.0
PFSI,Finance,Financial - Mortgage & Related Services,0,,,
PG,Consumer Staples,Consumer Products - Staples,0,637500.0,1. p999999_trade_value,1.0
PGEN,Medical,Medical - Biomedical and Genetics,0,14000.0,1. p999999_trade_value,1.0
PGNY,Medical,Medical Services,0,36000.0,1. p999999_trade_value,1.0
PGR,Finance,Insurance - Property and Casualty,0,176000.00000000003,4. p999_trade_value,2.0
PGY,Finance,Financial - Miscellaneous Services,0,29250.0,6. p95_trade_value,18.0
PH,Industrial Products,Manufacturing - General Industrial ,0,,,
PHAT,Medical,Medical - Biomedical and Genetics,0,,,
PHG,Medical,Medical - Products,0,,,
PHIN,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
PHM,Construction,Building Products - Home Builders,0,,,
PHR,Medical,Medical Info Systems,0,,,
PHUN,Computer and Technology,Internet - Software,0,22350.0,6. p95_trade_value,3.0
PI,Computer and Technology,Electronics - Semiconductors,0,46250.0,5. p99_trade_value,5.0
PII,Auto-Tires-Trucks,Automotive - Domestic,0,119925.0,5. p99_trade_value,5.0
PINC,Medical,Medical Services,0,,,
PINE,Finance,REIT and Equity Trust - Other,0,,,
PINS,Computer and Technology,Internet - Software,0,,,
PIPR,Finance,Financial - Investment Bank,0,13800.0,8. p75_trade_value,2.0
PJT,Finance,Financial - Miscellaneous Services,0,,,
PK,Finance,REIT and Equity Trust - Other,0,12060.0,1. p999999_trade_value,1.0
PKG,Industrial Products,Containers - Paper and Packaging,0,46284.0,1. p999999_trade_value,1.0
PKX,Basic Materials,Steel - Producers,0,,,
PL,Computer and Technology,Satellite and Communication,0,,,
PLAB,Computer and Technology,Semiconductor Equipment - Photomasks,0,21624.0,1. p999999_trade_value,1.0
PLAY,Retail-Wholesale,Retail - Restaurants,0,24975.000000000004,6. p95_trade_value,30.0
PLBY,Consumer Discretionary,Leisure and Recreation Products,0,,,
PLCE,Retail-Wholesale,Retail - Apparel and Shoes,0,36630.0,5. p99_trade_value,6.0
PLD,Finance,REIT and Equity Trust - Other,0,210000.0,1. p999999_trade_value,1.0
PLL,Basic Materials,Mining - Miscellaneous,0,,,
PLMR,Finance,Insurance - Property and Casualty,0,7350.0,8. p75_trade_value,3.0
PLNT,Consumer Discretionary,Leisure and Recreation Services,0,,,
PLOW,Auto-Tires-Trucks,Automotive - Replacement Parts,0,4450.0,1. p999999_trade_value,1.0
PLRX,Medical,Medical - Biomedical and Genetics,0,,,
PLSE,Medical,Medical - Instruments,0,8550.0,7. p90_trade_value,2.0
PLTR,Computer and Technology,Internet - Software,0,,,
PLUG,Industrial Products,Manufacturing - Electronics,0,175800.0,1. p999999_trade_value,1.0
PLUS,Computer and Technology,Business - Software Services,0,,,
PLXS,Computer and Technology,Electronics - Manufacturing Services,0,7589.999999999999,2. p99999_trade_value,1.0
PM,Consumer Staples,Tobacco,0,2897388.0,4. p999_trade_value,3.0
PMT,Finance,REIT and Equity Trust,0,,,
PNC,Finance,Financial - Investment Bank,0,161250.0,1. p999999_trade_value,1.0
PNFP,Finance,Banks - Southeast,0,40460.0,1. p999999_trade_value,1.0
PNR,Business Services,Waste Removal Services,0,293287.5,1. p999999_trade_value,1.0
PNW,Utilities,Utility - Electric Power,0,11305.0,8. p75_trade_value,3.0
PODD,Medical,Medical - Products,0,,,
POET,Computer and Technology,Electronics - Semiconductors,0,,,
PONY,Transportation,Transportation - Equipment and Leasing,0,,,
POOL,Consumer Discretionary,Leisure and Recreation Products,0,,,
POR,Utilities,Utility - Electric Power,0,4500.0,1. p999999_trade_value,1.0
POST,Consumer Staples,Food - Miscellaneous,0,8400.0,8. p75_trade_value,4.0
POWI,Computer and Technology,Semiconductors - Power,0,,,
POWL,Industrial Products,Manufacturing - Electronics,0,345000.0,4. p999_trade_value,2.0
POWW,Aerospace,Aerospace - Defense Equipment,0,,,
PPBT,Medical,Medical - Biomedical and Genetics,0,5600.0,1. p999999_trade_value,1.0
PPC,Consumer Staples,Food - Meat Products,0,,,
PPG,Basic Materials,Chemical - Specialty,0,,,
PPIH,Industrial Products,Steel - Pipe and Tube,0,,,
PPL,Utilities,Utility - Electric Power,0,107236.00000000001,1. p999999_trade_value,1.0
PPSI,Industrial Products,Manufacturing - Electronics,0,5000.0,1. p999999_trade_value,1.0
PPTA,Basic Materials,Mining - Miscellaneous,0,55440.0,6. p95_trade_value,3.0
PR,Oils-Energy,Oil and Gas - Exploration and Production - United States,0,110000.0,1. p999999_trade_value,1.0
PRAA,Finance,Financial - Miscellaneous Services,0,5200.0,8. p75_trade_value,5.0
PRAX,Medical,Medical - Biomedical and Genetics,0,,,
PRCH,Computer and Technology,Internet - Software,0,32720.000000000004,7. p90_trade_value,3.0
PRCT,Medical,Medical - Instruments,0,802000.0,1. p999999_trade_value,1.0
PRG,Finance,Financial - Consumer Loans,0,,,
PRGO,Medical,Medical - Products,0,372900.0,6. p95_trade_value,3.0
PRGS,Computer and Technology,Computer - Software,0,,,
PRI,Finance,Insurance - Life Insurance,0,,,
PRIM,Construction,Building Products - Heavy Construction,0,66640.0,5. p99_trade_value,3.0
PRKS,Consumer Discretionary,Leisure and Recreation Services,0,100000.0,1. p999999_trade_value,1.0
PRLB,Industrial Products,Rubber - Plastics,0,,,
PRM,Basic Materials,Chemical - Specialty,0,15760.000000000002,1. p999999_trade_value,1.0
PRMB,Consumer Staples,Beverages - Soft drinks,0,,,
PRME,Medical,Medical - Biomedical and Genetics,0,,,
PROK,Medical,Medical - Drugs,0,,,
PROP,Oils-Energy,Oil and Gas - Integrated - United States,0,,,
PRQR,Medical,Medical - Biomedical and Genetics,0,,,
PRSU,Consumer Discretionary,Leisure and Recreation Services,0,,,
PRTA,Medical,Medical - Biomedical and Genetics,0,,,
PRTH,Business Services,Technology Services,0,4000.0,1. p999999_trade_value,1.0
PRU,Finance,Insurance - Multi line,0,,,
PRVA,Medical,Medical Info Systems,0,50000.0,1. p999999_trade_value,1.0
PSA,Finance,REIT and Equity Trust - Other,0,99000.0,1. p999999_trade_value,1.0
PSEC,Finance,Financial - Investment Management,0,45350.0,1. p999999_trade_value,1.0
PSFE,Business Services,Financial Transaction Services,0,64000.0,1. p999999_trade_value,1.0
PSMT,Retail-Wholesale,Retail - Discount Stores,0,,,
PSN,Business Services,Technology Services,0,148800.0,1. p999999_trade_value,1.0
PSNL,Medical,Medical - Generic Drugs,0,,,
PSNY,Auto-Tires-Trucks,Automotive - Foreign,0,,,
PSQH,Retail-Wholesale,Internet - Commerce,0,13850.0,1. p999999_trade_value,1.0
PSTG,Computer and Technology,Computer- Storage Devices,0,,,
PSX,Oils-Energy,Oil and Gas - Refining and Marketing,0,,,
PTC,Computer and Technology,Computer - Software,0,430168.99999999994,1. p999999_trade_value,1.0
PTCT,Medical,Medical - Biomedical and Genetics,0,,,
PTEN,Oils-Energy,Oil and Gas - Drilling,0,,,
PTGX,Medical,Medical - Biomedical and Genetics,0,,,
PTLO,Retail-Wholesale,Retail - Restaurants,0,52200.0,1. p999999_trade_value,1.0
PTON,Consumer Discretionary,Leisure and Recreation Products,0,103235.99999999999,5. p99_trade_value,28.0
PUBM,Computer and Technology,Internet - Software,0,34900.0,1. p999999_trade_value,1.0
PVH,Consumer Discretionary,Textile - Apparel,0,,,
PWP,Finance,Financial - Miscellaneous Services,0,12201.0,1. p999999_trade_value,1.0
PWR,Construction,Engineering - R and D Services,0,1034000.0,4. p999_trade_value,2.0
PX,Finance,Financial - Miscellaneous Services,0,,,
PYPL,Business Services,Financial Transaction Services,0,,,
PYXS,Medical,Medical - Drugs,0,,,
PZZA,Retail-Wholesale,Retail - Restaurants,0,,,
QBTS,Computer and Technology,Internet - Software,0,,,
QCOM,Computer and Technology,Electronics - Semiconductors,0,675675.0,1. p999999_trade_value,1.0
QDEL,Medical,Medical - Products,0,,,
QFIN,Business Services,Technology Services,0,,,
QGEN,Medical,Medical - Biomedical and Genetics,0,208208.0,6. p95_trade_value,4.0
QIPT,Medical,Medical - Products,0,,,
QLYS,Computer and Technology,Security,0,222138.0,5. p99_trade_value,2.0
QMCO,Computer and Technology,Computer- Storage Devices,0,,,
QNCX,Medical,Medical - Biomedical and Genetics,0,,,
QNST,Computer and Technology,Internet - Delivery Services,0,8119.999999999999,7. p90_trade_value,2.0
QRVO,Computer and Technology,Semiconductors - Radio Frequency,0,,,
QS,Auto-Tires-Trucks,Automotive - Original Equipment,0,41440.0,1. p999999_trade_value,1.0
QSI,Computer and Technology,Electronics - Semiconductors,0,,,
QSR,Retail-Wholesale,Retail - Restaurants,0,,,
QTTB,Medical,Medical - Biomedical and Genetics,0,,,
QTWO,Computer and Technology,Internet - Software,0,54540.00000000001,1. p999999_trade_value,1.0
QUBT,Computer and Technology,Internet - Software,0,,,
QUIK,Computer and Technology,Electronics - Semiconductors,0,,,
QURE,Medical,Medical - Biomedical and Genetics,0,60000.0,1. p999999_trade_value,1.0
QXO,Business Services,Technology Services,0,,,
R,Transportation,Transportation - Equipment and Leasing,0,25480.0,1. p999999_trade_value,1.0
RACE,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
RAIL,Transportation,Transportation - Equipment and Leasing,0,13000.0,1. p999999_trade_value,1.0
RAMP,Business Services,Technology Services,0,,,
RAPP,Medical,Medical - Biomedical and Genetics,0,10000.0,1. p999999_trade_value,1.0
RAPT,Medical,Medical - Biomedical and Genetics,0,,,
RARE,Medical,Medical - Biomedical and Genetics,0,185000.0,1. p999999_trade_value,1.0
RBA,Business Services,Financial Transaction Services,0,,,
RBC,Industrial Products,Manufacturing - General Industrial ,0,7840.000000000001,7. p90_trade_value,2.0
RBLX,Consumer Discretionary,Gaming,0,775500.0,1. p999999_trade_value,1.0
RBRK,Computer and Technology,Internet - Software,0,,,
RCAT,Business Services,Technology Services,0,,,
RCEL,Medical,Medical - Drugs,0,,,
RCKT,Medical,Medical - Biomedical and Genetics,0,,,
RCL,Consumer Discretionary,Leisure and Recreation Services,0,726218.0,4. p999_trade_value,6.0
RCUS,Medical,Medical - Biomedical and Genetics,0,49335.0,6. p95_trade_value,2.0
RDDT,Computer and Technology,Internet - Software,0,,,
RDFN,Finance,Real Estate - Operations,0,603500.0,1. p999999_trade_value,1.0
RDN,Finance,Insurance - Multi line,0,,,
RDNT,Medical,Medical - Outpatient and Home Healthcare,0,,,
RDW,Aerospace,Aerospace - Defense,0,63000.0,1. p999999_trade_value,1.0
RDWR,Computer and Technology,Internet - Software,0,8000.0,8. p75_trade_value,2.0
REAL,Consumer Discretionary,Consumer Products - Discretionary,0,16500.0,6. p95_trade_value,5.0
REE,Auto-Tires-Trucks,Automotive - Original Equipment,0,,,
REG,Finance,REIT and Equity Trust - Retail,0,,,
REGN,Medical,Medical - Biomedical and Genetics,0,683100.0,1. p999999_trade_value,1.0
REKR,Computer and Technology,Internet - Software,0,9540.0,7. p90_trade_value,2.0
RELL,Computer and Technology,Electronics - Parts Distribution,0,7000.0,1. p999999_trade_value,1.0
RELY,Business Services,Financial Transaction Services,0,192000.0,1. p999999_trade_value,1.0
RENB,Medical,Medical - Biomedical and Genetics,0,,,
REPL,Medical,Medical - Biomedical and Genetics,0,275000.0,1. p999999_trade_value,1.0
REVG,Transportation,Transportation - Services,0,,,
REX,Oils-Energy,Biofuels,0,12000.0,8. p75_trade_value,3.0
